service_id,service_name,package_id,price,service_duration,warranty_id,segmentation_type_id
1176,"Wash basin installation",162,349,60,11111111,11120
1177,"Waste Pipe",163,89,90,11111111,11120
1178,"Sink (Drainage pipe, over the ground)",164,119,30,11111111,11120
1179,"Bathroom tile gap filing",165,1299,120,11111111,11121
1180,"Kitchen tile gap filing",166,879,60,11111111,11121
1181,"Washing machine filter",167,79,10,11111111,11122
1182,"Shower filter Installation",168,129,10,11111111,11122
1183,"Drainage Pipe (Underground)",169,299,120,11111111,11123
1184,"Waste Jali",170,99,30,11111111,11123
1185,"Balcony Pipe",171,189,30,11111111,11123
1186,"Toilet seat cover replacement",172,79,30,11111111,11124
1187,"Flush tack repair (external - PVC)",173,99,60,11111111,11124
1188,"Western toilet repair (floor mounted)",174,569,90,11111111,11124
1189,"Toilet pot blockage removal",175,1099,130,11111111,11124
1190,"Jet spray (installation/ repair)",176,79,90,11111111,11124
1191,"Floor Mounted Western Toilet(Replacement)",177,1499,90,11111111,11124
1192,"Wall Mounted Western Toilet(Replacement)",177,1799,120,11111111,11124
1193,"Indian toilet installation",178,1499,150,11111111,11124
1194,"Flush tank replacement",179,409,60,11111111,11124
1195,"Floor mounted westren toilet(installation)",180,1349,120,11111111,11124
1196,"wall mounted western toilet(installation)",180,1599,120,11111111,11124
1197,"Altered Nozzle (Installation)",181,69,10,11111111,11125
1198,"Tap installation",182,49,5,11111111,11125
1199,"Basin/Kitchen Hot & Cold water mixer",183,349,40,11111111,11125
1200,"Bath Hot & Cold water mixer installation",183,329,40,11111111,11125
1201,"Tap replacement",184,59,10,11111111,11125
1202,"Wall mixer - Repair",185,179,25,11111111,11125
1203,"Tap Repair",186,49,5,11111111,11125
1204,"Water tank pipeline repair",187,309,90,11111111,11126
1205,"Water overflow repair",187,169,60,11111111,11126
1206,"Overhead Tank upto 500L (Installation)",188,499,90,11111111,11126
1207,"Overhead Tank upto 500L-2000L (Installation)",188,1049,90,11111111,11126
1208,"Pipeline leakage repair",189,199,90,11111111,11126
1209,"Water meter installation",190,299,60,11111111,11126
1210,"Motor (Removing Air Cavity)",191,99,90,11111111,11127
1211,"Motor (Installation)",192,349,60,11111111,11127
1212,"Motor Replacement",193,429,90,11111111,11127
1213,"Washing machine inlet installation",194,89,30,11111111,11128
1214,"Connection hose installation",195,79,30,11111111,11128
1215,"Ceiling-mounted hanger installation",196,399,90,11111111,11129
1216,"Wall/ door hanger installation",197,139,30,11111111,11129
1217,"Bed support repair",198,319,60,11111111,11130
1218,"Bed legs/ headboard repair",199,199,60,11111111,11130
1219,"Cupboard hinge service (up to 2)",200,129,30,11111111,11131
1220,"Drawer channel repair (one set)",201,109,30,11111111,11131
1221,"Drawer channel replacement (one set)",202,149,30,11111111,11131
1222,"Cupboard handle installation/ replacement",203,49,30,11111111,11131
1223,"Cupboard lock installation",204,249,30,11111111,11131
1224,"Cupboard lock replacement",205,89,30,11111111,11131
1225,"Cupboard lock repair",206,139,30,11111111,11131
1226,"Door accessory installation (any 1)",207,79,30,11111111,11132
1227,"Aldrop/peephole installation",208,99,30,11111111,11132
1228,"Wooden door instlallation",209,549,150,11111111,11132
1229,"Major door repair",210,199,30,11111111,11132
1230,"Minor door repair",211,129,30,11111111,11132
1231,"Door hinge installation (up to 4 hinges)",212,199,30,11111111,11132
1232,"Door hinge installation (with dismantle)",213,239,60,11111111,11132
1233,"Door lock installation",214,399,60,11111111,11132
1234,"Door lock replacement",215,319,30,11111111,11132
1235,"Door lock repair",216,149,90,11111111,11132
1236,"Mesh grill door installation",217,329,60,11111111,11132
1237,"Mesh replacement (mesh grill door)",218,209,60,11111111,11132
1238,"Overhead door closer installation",219,179,30,11111111,11132
1239,"Wall-mounted door closer installation",220,349,90,11111111,11132
1240,"Wooden sliding door repair",221,269,60,11111111,11132
1241,"Bathroom holder & hanger installtions",222,69,30,11111111,11133
1242,"Drill & hang (wall decor)",223,49,10,11111111,11133
1243,"Bathroom mirror installation",224,79,30,11111111,11133
1244,"Glass shelf installation",225,89,30,11111111,11133
1245,"Wooden shelf installation",226,179,60,11111111,11133
1246,"Corener guard/ safety lock installation",227,299,30,11111111,11133
1247,"Bed fence installation",228,299,30,11111111,11133
1248,"Safety gate installation",229,699,30,11111111,11133
1249,"Plastic buffer installation (up to 4)",230,79,30,11111111,11134
1250,"Table/chair wheels fitting",231,89,30,11111111,11134
1251,"Book Home Demo",232,49,30,11111111,11134
1252,"Curtains blind's measurement",233,69,60,11111111,11135
1253,"Curatin rod installation (2 brackets)",234,129,30,11111111,11135
1254,"Shower curtain rod installation (2 brackets)",235,139,30,11111111,11135
1255,"Motorised blinds fitting (up to 5ft)",236,209,30,11111111,11135
1256,"Non-motorised blinds fitting (upt to 5ft)",237,159,30,11111111,11135
1257,"Window AC frame installation",238,269,90,11111111,11135
1258,"Window closing (post AC removal)",239,139,90,11111111,11135
1259,"Window hinge installation (up to 4)",240,169,30,11111111,11135
1264,"Window AC",250,1148,120,11111111,11136
1265,"Split AC",250,1288,120,11111111,11136
1266,"Split AC",251,719,45,11111111,11137
1267,"Window AC",251,649,45,11111111,11137
1268,"Anti-rust deep clean AC service",252,749,60,11111111,11137
1269,"Split AC",253,619,30,11111111,11137
1270,"Window AC",253,449,30,11111111,11137
1271,"Less/ No cooling",254,299,60,11111111,11138
1272,"Power on issue",254,299,60,11111111,11138
1273,"Unwanted noise/smell",254,499,60,11111111,11138
1274,"Water leakage",254,719,60,11111111,11138
1275,"Gas leak fix ÿrefill",255,2500,120,11111111,11138
1276,"Window AC installation",256,499,150,11111111,11139
1277,"Split AC installation",256,1699,150,11111111,11139
1278,"Window AC uninstallation",257,499,60,11111111,11139
1279,"Split AC uninstallation",257,649,60,11111111,11139
1280,"Fan not working",262,249,60,11111111,11140
1281,"Low suction",262,249,60,11111111,11140
1282,"No light",262,249,60,11111111,11140
1283,Noise,262,249,60,11111111,11140
1284,"Not sure",262,249,60,11111111,11140
1285,"Basic cleaning",263,599,60,11111111,11140
1286,"Deep cleaning",264,1199,105,11111111,11140
1287,Installation,265,599,60,11111111,11140
1288,Dismantle,266,459,60,11111111,11140
1289,"Fan not working",272,299,60,11111111,11141
1290,"Low suction",272,299,60,11111111,11141
1291,"No Light",272,299,60,11111111,11141
1292,Noise,272,299,60,11111111,11141
1293,"Not sure",272,299,60,11111111,11141
1294,"Basic cleaning",273,649,60,11111111,11141
1295,"Deep cleaning",274,1499,105,11111111,11141
1296,Installation,275,1499,60,11111111,11141
1297,Dismantle,276,799,60,11111111,11141
1298,"Buttons not working",277,299,60,11111111,11142
1299,"Electrical issue/ Not working",277,299,60,11111111,11142
1300,"Noise issue",277,299,60,11111111,11142
1301,"Not heating",277,299,60,11111111,11142
1302,"Not sure",277,299,60,11111111,11142
1303,"Excess cooling(Frost formation)",282,299,60,11111111,11143
1304,"No cooling",282,299,90,11111111,11143
1305,"Door not closing",282,299,60,11111111,11143
1306,"No power",282,299,60,11111111,11143
1307,"Noise issue",282,299,60,11111111,11143
1308,"Water leakage",282,299,60,11111111,11143
1309,"Excess cooling(Frost formation)",283,299,90,11111111,11144
1310,"Less cooling",283,299,90,11111111,11144
1311,"No cooling",283,299,90,11111111,11144
1312,"No power",283,299,60,11111111,11144
1313,"Noise issue",283,299,60,11111111,11144
1314,"Water leakage",283,299,60,11111111,11144
1315,"Excess cooling(frost formation)",284,299,90,11111111,11144
1316,"Less cooling",284,299,90,11111111,11144
1317,"No cooling",284,299,90,11111111,11144
1318,"Door not closing",284,299,60,11111111,11144
1319,"No power",284,299,90,11111111,11144
1320,"Noise issue",284,299,60,11111111,11144
1321,"Water leakage",284,299,90,11111111,11144
1330,"Excess cooling (Frost formation)",285,299,60,11111111,11145
1331,"Less cooling",285,299,90,11111111,11145
1332,"Water leakage (deep freezer compartment)",285,299,60,11111111,11145
1333,"No cooling",285,299,90,11111111,11145
1334,"Cooling issue in deep freezer only",285,299,60,11111111,11145
1335,"No power",285,299,60,11111111,11145
1336,"Noise issue",285,299,60,11111111,11145
1337,"Water leakage(refrigerator compartment)",285,299,60,11111111,11145
1338,"Service checkup",286,299,60,11111111,11146
1339,"Regular service",287,1099,60,11111111,11146
1340,"Full service",288,1900,60,11111111,11146
1341,"RO not working",289,299,75,11111111,11147
1342,"Water leakage",289,299,75,11111111,11147
1343,"Low water flow",289,299,75,11111111,11147
1344,"Foul taste/odour",289,299,75,11111111,11147
1345,"Not sure",289,299,75,11111111,11147
1346,Installation,290,399,60,11111111,11148
1347,Uninstallation,291,300,60,NULL,11148
1348,"Noise issue",292,299,60,11111111,11149
1349,"No power",292,299,60,11111111,11149
1350,"Spin/wash tub is not working",292,299,60,11111111,11149
1351,"Water leakage from drain",292,299,60,11111111,11149
1352,"Error on machine display",292,299,60,11111111,11149
1353,"Not sure about the issue",292,299,60,11111111,11149
1368,"Noise issue",293,299,60,11111111,11149
1369,"Water not draining",293,299,60,11111111,11149
1370,"No power",293,299,60,11111111,11149
1371,"Spin tub not working",293,299,60,11111111,11149
1372,"Wash tub not working",293,299,60,11111111,11149
1373,"Water leakage from drain",293,299,60,11111111,11149
1374,"Not sure of the issue",293,299,60,NULL,11149
1381,"Noise issue",294,299,60,11111111,11149
1382,"Water not draining",294,299,60,11111111,11149
1383,"No power",294,299,60,11111111,11149
1384,"Spin tub not working",294,299,60,11111111,11149
1385,"Wash tub not working",294,299,60,11111111,11149
1386,"Water leakage from drain",294,299,60,11111111,11149
1387,"Top load automatic installation",295,399,60,11111111,11150
1388,"Front load automatic installation",295,399,60,11111111,11150
1389,"Semi automatic installation",295,399,60,11111111,11150
1390,"Front load automatic uninstallation",296,399,60,NULL,11151
1391,"Semi automatic uninstallation",296,399,60,NULL,11151
1392,"Top load automatic installation",296,399,60,11111111,11151
1393,"Classic Cleaning (2 bathroom pack)",451,758,120,NULL,11152
1394,"Intense cleaning (2 bathroom pack)",452,938,160,NULL,11152
1395,"Classic cleaning (3 bathroom pack)",453,1097,180,NULL,11152
1396,"Intense cleaning (3 bathroom pack)",454,1357,210,NULL,11152
1397,"Classic bathroom cleaning",455,419,60,NULL,11152
1398,"Intense bathroom cleaning",456,519,80,NULL,11152
1399,"Move-in bathroom cleaning",457,569,90,NULL,11152
1400,"Empty Kitchen Cleaning",458,1059,180,NULL,11153
1401,"With Appliance Cleaning",458,1589,250,NULL,11153
1402,"With Appliance & Chimney Cleaning",458,1999,310,NULL,11153
1403,"With Chimney Cleaning",458,1479,240,NULL,11153
1404,"Full Kitchen Cleaning",459,1479,300,NULL,11153
1405,"With Chimney Cleaning",459,1899,360,NULL,11153
1406,"With Appliance Cleaning",459,1999,360,NULL,11153
1407,"With Appliance & Chimney Cleaning",459,2729,380,NULL,11153
1408,"Chimney cleaning",460,599,90,NULL,11153
1409,"Single Door Fridge",461,349,60,NULL,11153
1410,"Double Door Fridge",461,499,90,NULL,11153
1411,"2 ceiling fan cleaning",462,98,30,NULL,11154
1412,"Ceiling fan cleaning",463,49,15,NULL,11154
1413,"Exhaust fan cleaning",464,89,15,NULL,11154
1414,"Bathroom exhaust fan cleaning",465,89,15,NULL,11154
1415,"Kitchen sink cleaning",466,99,15,NULL,11154
1416,"Utensil removal & placing back",467,399,60,NULL,11154
1417,"Gas stove cleaning",468,99,15,NULL,11154
1418,"Microwave cleaning",469,249,15,NULL,11154
1419,"Trolley & shelves cleaning",470,899,120,NULL,11154
1420,"Balcony cleaning",471,399,30,NULL,11154
1421,"1 BHK",472,2999,120,NULL,11155
1422,"2 BHK",472,3499,150,NULL,11155
1423,"3 BHK",472,4499,180,NULL,11155
1424,"4 BHK",472,5149,210,NULL,11155
1425,"5 BHK",472,5899,240,NULL,11155
1426,"1 BHK",473,4499,120,NULL,11155
1427,"2 BHK",473,5099,150,NULL,11155
1428,"3 BHK",473,5799,180,NULL,11155
1429,"4 BHK",473,7899,210,NULL,11155
1430,"5 BHK",473,9149,240,NULL,11155
1431,"1 BHK",474,5499,120,NULL,11155
1432,"2 BHK",474,6199,150,NULL,11155
1433,"3 BHK",474,7599,180,NULL,11155
1434,"4 BHK",474,9469,210,NULL,11155
1435,"5 BHK",474,11199,240,NULL,11155
1436,"1 BHK",475,2999,120,NULL,11156
1437,"2 BHK",475,3199,150,NULL,11156
1438,"3 BHK",475,4099,180,NULL,11156
1439,"4 BHK",475,5199,210,NULL,11156
1440,"5 BHK",475,5999,240,NULL,11156
1441,"1 BHK",476,4049,120,NULL,11156
1442,"2 BHK",476,4499,150,NULL,11156
1443,"3 BHK",476,5499,180,NULL,11156
1444,"4 BHK",476,6999,210,NULL,11156
1445,"5 BHK",476,7899,240,NULL,11156
1446,"Furmished bedroom cleaning",477,899,150,NULL,11157
1447,"Unfurnished bedreem cleaning",478,799,120,NULL,11157
1448,"Furnished living room cleaning",479,949,150,NULL,11157
1449,"Unfurnished living room",480,899,120,NULL,11157
1450,"Occupied kitchen cleaning",481,1499,120,NULL,11157
1451,"Occupied kitchen cleaning with Chimney",482,1797,150,NULL,11157
1452,"Occupied kitchen cleaning with appliance",483,1897,150,NULL,11157
1453,"Occupied kitchen cleaning with chimney and appliance",484,2296,180,NULL,11157
1454,"Empty kitchen cleaning",485,1099,90,NULL,11157
1455,"Empty kitchen cleaning with chimney",486,1499,120,NULL,11157
1456,Balcony,487,249,120,NULL,11157
1457,"Complete bathroom cleaning",488,599,150,NULL,11157
1458,"<1200 sq. ft.",489,4799,150,NULL,11158
1459,"1200-2000 sq. ft.",489,6199,180,NULL,11158
1460,"2000-3000 sq. ft.",489,12499,210,NULL,11158
1461,"3000-4000 sq. ft.",489,15599,240,NULL,11158
1462,"4000-5000 sq.ft",489,18199,270,NULL,11158
1463,"5000-6000 sq. ft.",489,20799,300,NULL,11158
1464,"6000-7000 sq. ft.",489,23899,310,NULL,11158
1465,"<1200 sq. ft.",490,7299,150,NULL,11158
1466,"1200-2000 sq. ft.",490,10399,180,NULL,11158
1467,"2000-3000 sq. ft.",490,15599,210,NULL,11158
1468,"3000-4000 sq. ft.",490,18699,240,NULL,11158
1469,"4000-5000 sq.ft",490,23899,270,NULL,11158
1470,"5000-6000 sq. ft.",490,28099,300,NULL,11158
1471,"6000-7000 sq. ft.",490,33299,310,NULL,11158
1472,"<1200 sq. ft.",491,4899,120,NULL,11159
1473,"1200-2000 sq. ft.",491,6149,150,NULL,11159
1474,"2000-3000 sq. ft.",491,11999,180,NULL,11159
1475,"3000-4000 sq. ft.",491,15099,210,NULL,11159
1476,"4000-5000 sq.ft",491,17999,240,NULL,11159
1477,"5000-6000 sq. ft.",491,20199,250,NULL,11159
1478,"6000-7000 sq. ft.",491,23449,300,NULL,11159
1479,"<1200 sq. ft.",492,6249,150,NULL,11159
1480,"1200-2000 sq. ft.",492,7999,180,NULL,11159
1481,"2000-3000 sq. ft.",492,13549,210,NULL,11159
1482,"3000-4000 sq. ft.",492,17299,240,NULL,11159
1483,"4000-5000 sq.ft",492,20499,270,NULL,11159
1484,"5000-6000 sq. ft.",492,24599,300,NULL,11159
1485,"6000-7000 sq. ft.",492,28099,310,NULL,11159
1486,"2 cupbards'wet wiping (except kitchen)",493,299,40,NULL,11160
1487,"Refrigerator cleaning",494,349,60,NULL,11160
1488,"Sofa and cushions' shampooing(upto 5)",495,599,60,NULL,11160
1489,"Carpet shampooing(upto 25 sq ft)",496,399,40,NULL,11160
1490,"Sticker, glue & rigid paint mark removal",497,599,60,NULL,11160
1491,"Furniture wet wiping",498,499,60,NULL,11160
1492,"Home renovation waste disposal",499,299,45,NULL,11160
1493,"3 sofa seats",500,499,40,NULL,11161
1494,"4 sofa seats",500,629,45,NULL,11161
1495,"5 sofa seats",500,739,50,NULL,11161
1496,"6 sofa seats",500,839,55,NULL,11161
1497,"7 sofa seats",500,999,60,NULL,11161
1498,"8 sofa seats",500,1109,65,NULL,11161
1499,"9 sofa seats",500,1209,70,NULL,11161
1500,"10 sofa seats",500,1319,75,NULL,11161
1501,"11 sofa seats",500,1539,80,NULL,11161
1502,"12 sofa seats",500,1659,85,NULL,11161
1503,"Cushions (set of 5)",501,149,15,NULL,11161
1504,"Extra small (upto 25 sq ft)",502,399,60,NULL,11162
1505,"Small (25-50 sq ft)",502,599,60,NULL,11162
1506,"Medium (50-100 sq ft)",502,799,60,NULL,11162
1507,"Large (100-150 sq ft)",502,949,90,NULL,11162
1508,"Extra large (150-200 sq ft)",502,1099,90,NULL,11162
1509,"4 Chairs",503,299,40,NULL,11163
1510,"5 Chairs",503,349,45,NULL,11163
1511,"6 Chairs",503,399,50,NULL,11163
1512,"7 Chairs",503,449,60,NULL,11163
1513,"8 Chairs",503,499,65,NULL,11163
1514,"9 Chairs",503,549,70,NULL,11163
1515,"10 Chairs",503,599,75,NULL,11163
1516,"Single Bed Mattress",504,399,30,NULL,11163
1517,"Double Bed Mattress",504,699,60,NULL,11163
1524,"Hair cut & spa",505,1649,105,NULL,11164
1525,"Hair spa & style",506,1499,105,NULL,11164
1526,"Cut & botox/keratin",507,5249,225,NULL,11164
1527,"Blow dry: Straight & Smooth",508,399,45,NULL,11164
1528,"Blow dry: In curl/Out curl",509,399,45,NULL,11164
1529,"3 styling services",511,1199,120,NULL,11164
1530,"4 styling services",511,1599,105,NULL,11164
1531,"5 styling services",511,1999,200,NULL,11164
1532,"Hair trim",512,499,20,NULL,11164
1533,Straightening,510,499,45,NULL,11164
1534,"Ayurvedic hair spa",513,1299,60,NULL,11164
1535,"Hair botox",514,5499,180,NULL,11164
1536,"Shade 2: Darkest brown",515,1299,30,NULL,11164
1537,"Shade 3: Dark brown",515,1299,30,NULL,11164
1538,"Shade 4: Brown",515,1299,39,NULL,11164
1539,"Shade 7.23 - Blonde with golden iridescent",516,3499,120,NULL,11164
1540,"Shade 8.31 - Golden beige",516,3499,120,NULL,11164
1541,"Shade 7.8 - Mocha blonde",516,3499,120,NULL,11164
1542,"Shade 6.35 - Dark golden mahogany blonde",516,3499,180,NULL,11164
1543,"Shade - Magenta red",516,3499,180,NULL,11164
1544,"60-min detox therapy",517,1399,60,NULL,11165
1545,"90-min detox therapy",517,1999,90,NULL,11165
1546,"Bhringadi Head massage",518,399,20,NULL,11165
1547,"Paaad Abhyanga",519,499,20,NULL,11166
1548,"Neck & Shoulder",520,499,20,NULL,11167
1549,Back,520,499,20,NULL,11167
1550,Legs,520,499,20,NULL,11167
1551,"Vedic signature",521,1849,180,NULL,11168
1552,"Abhyangam: Neck to toe Stress rellief massage",522,899,40,NULL,11167
1553,"Glovite lightening facial",523,1099,80,NULL,11169
1554,"O3+ shine & glow facial",524,1699,180,NULL,11169
1555,"Sara fruit cleanup",525,699,45,NULL,11169
1556,"Elysian firming wine glow facial",526,1199,75,NULL,11169
1557,"O3+ tan clear cleanup",527,899,45,NULL,11169
1558,"O3+ feel youth facial",528,1599,80,NULL,11169
1559,"Elysian pinacolada fruit cleanup",529,799,45,NULL,11169
1560,Back,530,499,30,NULL,11169
1561,"Full legs",530,599,40,NULL,11169
1562,"Face & Neck",530,399,20,NULL,11169
1563,Chest,530,449,30,NULL,11169
1564,"Full arms",530,399,30,NULL,11169
1565,"Full body",530,1599,60,NULL,11169
1566,"Full legs",531,599,40,NULL,11169
1567,"Full body",531,1549,120,NULL,11169
1568,"Full arms",531,449,30,NULL,11169
1569,Chest,531,449,30,NULL,11169
1570,"Face & Neck",531,349,20,NULL,11169
1571,Back,531,449,30,NULL,11169
1572,"Waxing: Chin",532,109,10,NULL,11170
1573,"Waxing: Forehead",532,109,10,NULL,11170
1574,"Waxing: Full face",532,440,30,NULL,11170
1575,"Waxing: Jawline",532,109,10,NULL,11170
1576,"Waxing: Neck wax",532,219,10,NULL,11170
1577,"Waxing: Sidelocks",532,109,10,NULL,11170
1578,"Waxing: Upper lip",532,76,10,NULL,11170
1579,"Full body(Honey)",533,1399,180,NULL,11170
1580,"Full body(RICA)",533,1899,180,NULL,11170
1581,"Full body(Chocolate roll-on)",533,1599,180,NULL,11170
1582,"Full body(RICA roll-on)",533,1999,180,NULL,11170
1583,"Full legs(Honey)",534,359,30,NULL,11170
1584,"Full legs(RICA)",534,609,30,NULL,11170
1585,"Full legs(Chocolate roll-on)",534,499,30,NULL,11170
1586,"Full legs(RICA roll-on)",534,599,30,NULL,11170
1587,"Half legs(Honey)",535,199,15,NULL,11170
1588,"Half legs(RICA)",535,349,15,NULL,11170
1589,Underarms(Honey),536,49,10,NULL,11170
1590,Underarms(RICA),536,149,10,NULL,11170
1591,Back(Honey),537,449,15,NULL,11170
1592,Back(RICA),537,449,15,NULL,11170
1593,Stomach(Honey),538,299,15,NULL,11170
1594,Stomach(RICA),538,499,15,NULL,11170
1595,"Elysian candle spa pedicure",540,1249,80,NULL,11171
1596,"Elysian british rose pedicure",547,759,65,NULL,11171
1597,"Cut, file & polish",541,199,15,NULL,11171
1598,"Elysian british rose manicure",542,699,45,NULL,11172
1599,"Elysian chocolate & vanilla manicure",543,899,45,NULL,11172
1600,"Elysian candle spa manicure",544,1049,60,NULL,11172
1601,"Cut, file & polish",545,149,15,NULL,11172
1602,Eyebrow,546,49,10,NULL,11169
1603,Forehead,546,59,10,NULL,11169
1604,"Full face",546,149,10,NULL,11169
1605,Sidelocks,546,49,10,NULL,11169
1606,"Upper lip",546,49,10,NULL,11169
1607,"Neck threading",546,149,10,NULL,11169
1608,Jawline,546,99,10,NULL,11169
1609,Chin,546,29,10,NULL,11169
1610,"Elysian chocolate & vanilla pedicure",539,899,45,NULL,11169
