service_id,service_name,package_id,price,service_duration,warranty_id,segmentation_type_id
1155,Stabilizer installation,150,119,30,NULL,11117
1156,Geyser installation,151,399,60,NULL,11118
1157,"TV installation (up to 48 inches)",152,379,30,NULL,11118
1158,"TV installation (48-55 inches)",152,499,45,NULL,11118
1159,"TV installation (55-70 inches)",152,599,45,NULL,11118
1161,TV uninstallation,153,139,30,NULL,11118
1162,WiFi CCTV installation,154,229,30,NULL,11118
1163,Room heater repair,155,219,60,NULL,11118
1164,Home video bell,156,549,45,NULL,11118
1165,"No grinding, no motor sound",157,210,60,NULL,11118
1166,"Burning smell/smoke",157,210,60,NULL,11118
1167,"Not sure of the issur",157,210,60,NULL,11118
1168,"Noise issue",157,210,60,NULL,11118
1169,"No grinding, motor sound",157,210,60,NULL,11118
1170,"Water leakage",157,210,60,NULL,11118
1171,Mini home theater installation,158,239,90,NULL,11118
1172,EV charger installation (2 wheeler),159,750,90,NULL,11118
1173,Bath Accessory Installation,160,69,30,NULL,11119
1174,"Shower(Ceiling Mounted)",161,119,30,NULL,11119
1175,"Shower(Wall mounted/Hand Held)",161,89,30,NULL,11119
1176,Wash basin installation,162,349,60,NULL,11120
1177,Waste Pipe,163,89,90,NULL,11120
1178,Sink (Drainage pipe, over the ground),164,119,30,NULL,11120
1179,Bathroom tile gap filing,165,1299,120,NULL,11121
1180,Kitchen tile gap filing,166,879,60,NULL,11121
1181,Washing machine filter,167,79,10,NULL,11122
1182,Shower filter Installation,168,129,10,NULL,11122
1183,Drainage Pipe (Underground),169,299,120,NULL,11123
1184,Waste Jali,170,99,30,NULL,11123
1185,Balcony Pipe,171,189,30,NULL,11123
1186,Toilet seat cover replacement,172,79,30,NULL,11124
1187,Flush tack repair (external - PVC),173,99,60,NULL,11124
1188,Western toilet repair (floor mounted),174,569,90,NULL,11124
1189,Toilet pot blockage removal,175,1099,130,NULL,11124
1190,Jet spray (installation/ repair),176,79,90,NULL,11124
1191,"Floor Mounted Western Toilet(Replacement)",177,1499,90,NULL,11124
1192,"Wall Mounted Western Toilet(Replacement)",177,1799,120,NULL,11124
1193,Indian toilet installation,178,1499,150,NULL,11124
1194,Flush tank replacement,179,409,60,NULL,11124
1195,"Floor mounted westren toilet(installation)",180,1349,120,NULL,11124
1196,"wall mounted western toilet(installation)",180,1599,120,NULL,11124
1197,Altered Nozzle (Installation),181,69,10,NULL,11125
1198,Tap installation ,182,49,5,NULL,11125
1199,"Basin/Kitchen Hot & Cold water mixer",183,349,40,NULL,11125
1200,"Bath Hot & Cold water mixer installation",183,329,40,NULL,11125
1201,Tap replacement,184,59,10,NULL,11125
1202,Wall mixer - Repair,185,179,25,NULL,11125
1203,Tap Repair,186,49,5,NULL,11125
1204,"Water tank pipeline repair",187,309,90,NULL,11126
1205,"Water overflow repair",187,169,60,NULL,11126
1206,"Overhead Tank upto 500L (Installation)",188,499,90,NULL,11126
1207,"Overhead Tank upto 500L-2000L (Installation)",188,1049,90,NULL,11126
1208,Pipeline leakage repair,189,199,90,NULL,11126
1209,Water meter installation,190,299,60,NULL,11126
1210,Motor (Removing Air Cavity),191,99,90,NULL,11127
1211,Motor (Installation),192,349,60,NULL,11127
1212,Motor Replacement,193,429,90,NULL,11127
1213,Washing machine inlet installation,194,89,30,NULL,11128
1214,Connection hose installation,195,79,30,NULL,11128
1215,Ceiling-mounted hanger installation,196,399,90,NULL,11129
1216,Wall/ door hanger installation,197,139,30,NULL,11129
1217,Bed support repair,198,319,60,NULL,11130
1218,Bed legs/ headboard repair,199,199,60,NULL,11130
1219,Cupboard hinge service (up to 2),200,129,30,NULL,11131
1220,Drawer channel repair (one set),201,109,30,NULL,11131
1221,Drawer channel replacement (one set),202,149,30,NULL,11131
1222,Cupboard handle installation/ replacement,203,49,30,NULL,11131
1223,Cupboard lock installation,204,249,30,NULL,11131
1224,Cupboard lock replacement,205,89,30,NULL,11131
1225,Cupboard lock repair,206,139,30,NULL,11131
1226,Door accessory installation (any 1),207,79,30,NULL,11132
1227,Aldrop/peephole installation,208,99,30,NULL,11132
1228,Wooden door instlallation,209,549,150,NULL,11132
1229,Major door repair,210,199,30,NULL,11132
1230,Minor door repair,211,129,30,NULL,11132
1231,Door hinge installation (up to 4 hinges),212,199,30,NULL,11132
1232,Door hinge installation (with dismantle),213,239,60,NULL,11132
1233,Door lock installation,214,399,60,NULL,11132
1234,Door lock replacement,215,319,30,NULL,11132
1235,Door lock repair,216,149,90,NULL,11132
1236,Mesh grill door installation,217,329,60,NULL,11132
1237,Mesh replacement (mesh grill door),218,209,60,NULL,11132
1238,Overhead door closer installation,219,179,30,NULL,11132
1239,Wall-mounted door closer installation,220,349,90,NULL,11132
1240,Wooden sliding door repair,221,269,60,NULL,11132
1241,Bathroom holder & hanger installtions,222,69,30,NULL,11133
1242,Drill & hang (wall decor),223,49,10,NULL,11133
1243,Bathroom mirror installation,224,79,30,NULL,11133
1244,Glass shelf installation,225,89,30,NULL,11133
1245,Wooden shelf installation,226,179,60,NULL,11133
1246,Corener guard/ safety lock installation,227,299,30,NULL,11133
1247,Bed fence installation,228,299,30,NULL,11133
1248,Safety gate installation,229,699,30,NULL,11133
1249,Plastic buffer installation (up to 4) ,230,79,30,NULL,11134
1250,Table/chair wheels fitting,231,89,30,NULL,11134
1251,Book Home Demo,232,49,30,NULL,11134
1252,Curtains blind's measurement,233,69,60,NULL,11135
1253,Curatin rod installation (2 brackets),234,129,30,NULL,11135
1254,Shower curtain rod installation (2 brackets),235,139,30,NULL,11135
1255,Motorised blinds fitting (up to 5ft),236,209,30,NULL,11135
1256,Non-motorised blinds fitting (upt to 5ft),237,159,30,NULL,11135
1257,Window AC frame installation,238,269,90,NULL,11135
1258,Window closing (post AC removal),239,139,90,NULL,11135
1259,Window hinge installation (up to 4),240,169,30,NULL,11135
